0,0,66,55,85,69,38,25,2,28,24,32,29,97,44,43,87,45,30,95,65,35,39,20,23,83,94,19,68,70,71,12,88,99,0,0,0,0,0,0,0,0,0
0,0,80,53,90,45,86,55,95,46,52,30,60,75,42,25,29,31,50,88,63,83,13,51,71,9,2,76,79,21,91,0,0,0,0,0,0,0,0,0,0,0,0
0,0,78,85,52,30,12,7,29,60,62,66,35,70,34,94,39,57,67,77,44,13,37,89,88,4,99,64,61,92,100,87,11,69,0,0,0,0,0,0,0,0,0
0,0,55,57,70,11,13,6,35,97,26,49,4,64,1,42,25,15,71,72,63,53,34,39,83,48,20,92,36,29,74,14,40,87,93,18,50,0,0,0,0,0,0
0,0,19,13,9,63,56,85,36,83,59,72,55,80,90,81,76,69,96,34,39,15,49,97,35,6,16,30,8,58,1,31,27,0,0,0,0,0,0,0,0,0,0
0,0,85,20,51,77,42,49,75,31,62,72,74,13,81,29,25,86,1,60,21,2,32,10,45,84,98,59,15,87,5,17,24,0,0,0,0,0,0,0,0,0,0
0,0,51,32,10,7,52,36,73,42,8,18,76,12,23,15,74,81,92,53,4,97,41,89,90,54,56,46,9,25,75,87,79,85,77,0,0,0,0,0,0,0,0
0,0,41,19,77,97,87,17,18,61,75,92,69,40,85,31,30,36,93,66,23,56,37,79,22,82,5,54,10,43,59,73,99,68,38,0,0,0,0,0,0,0,0
0,0,70,82,76,30,10,64,41,73,4,53,22,65,28,16,72,80,56,83,25,48,98,79,3,66,55,32,75,86,68,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77,36,42,43,62,49,51,59,48,6,55,79,34,66,61,37,81,10,17,16,15,76,91,85,19,35,89,44,80,86,0,0,0,0,0,0,0,0,0,0,0
0,0,43,67,55,80,50,70,46,73,64,53,57,10,6,8,71,28,94,12,25,79,37,85,47,77,82,34,92,52,23,38,42,13,89,0,0,0,0,0,0,0,0
0,0,50,2,53,100,32,90,38,18,97,63,30,86,66,70,81,62,72,64,92,22,85,46,17,41,99,60,68,83,20,98,44,87,49,0,0,0,0,0,0,0,0
0,0,37,52,15,65,25,51,35,79,100,39,42,97,84,71,75,95,69,73,55,28,99,19,60,81,13,47,83,92,26,76,0,0,0,0,0,0,0,0,0,0,0
0,0,44,62,59,96,90,89,50,82,6,63,18,54,94,20,13,16,88,43,76,40,15,32,51,49,77,35,57,72,81,64,93,46,60,3,29,8,0,0,0,0,0
0,0,9,27,39,73,49,67,99,60,95,37,19,4,51,52,24,47,18,50,80,58,14,36,11,2,54,26,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,66,94,63,76,48,59,53,39,91,24,18,64,58,11,10,70,28,40,9,7,95,74,89,56,54,81,35,90,77,6,30,16,52,79,0,0,0,0,0,0,0
0,0,71,93,51,17,9,24,100,5,85,27,50,58,28,19,49,32,76,2,38,6,74,81,41,97,84,8,94,89,56,0,0,0,0,0,0,0,0,0,0,0,0
0,0,50,32,90,95,29,51,10,49,2,56,77,66,30,8,68,5,79,31,74,46,24,25,89,28,14,78,73,39,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,47,54,85,92,44,38,100,37,70,82,50,72,2,80,14,63,39,58,12,23,53,20,59,79,8,32,61,84,71,0,0,0,0,0,0,0,0,0,0,0,0
0,0,64,67,1,78,74,39,42,52,13,95,41,48,18,29,14,71,2,59,49,6,57,25,77,93,36,70,75,73,20,3,84,27,0,0,0,0,0,0,0,0,0
0,0,18,63,38,9,84,57,6,100,41,88,96,23,12,80,68,46,55,21,32,2,59,82,56,90,71,75,91,33,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,23,88,93,11,64,58,50,80,46,41,100,7,26,84,45,75,13,96,42,9,4,15,49,1,60,34,48,89,0,0,0,0,0,0,0,0,0,0,0,0
0,0,36,1,28,55,50,27,58,14,84,18,95,63,32,81,72,87,11,57,65,56,77,29,59,78,22,89,31,20,2,44,8,93,0,0,0,0,0,0,0,0,0
0,0,3,69,27,25,86,76,98,34,80,36,38,12,55,10,4,11,56,31,64,94,97,79,21,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,3,26,79,89,76,93,2,88,98,81,45,63,29,37,95,27,87,25,23,90,83,49,54,33,31,1,70,7,40,39,47,0,0,0,0,0,0,0,0,0
0,0,65,5,92,61,58,75,3,28,80,51,72,33,4,99,50,7,16,81,15,87,95,35,74,66,52,32,18,70,43,85,48,0,0,0,0,0,0,0,0,0,0
0,0,15,74,43,82,72,70,63,30,80,88,39,81,12,21,71,48,56,7,14,62,77,19,91,86,28,18,13,53,40,8,20,34,59,100,0,0,0,0,0,0,0
0,0,22,98,85,87,58,10,81,3,7,47,23,12,69,100,77,74,21,14,95,60,9,8,19,83,72,76,82,4,26,89,0,0,0,0,0,0,0,0,0,0,0
0,0,42,16,23,69,38,14,22,30,96,49,52,88,66,55,46,32,71,78,29,6,13,61,62,73,65,26,87,60,1,4,47,8,3,39,0,0,0,0,0,0,0
0,0,54,12,51,80,27,62,7,95,5,97,11,9,75,20,22,37,71,29,10,100,32,40,17,8,30,16,85,52,49,55,2,25,45,70,44,0,0,0,0,0,0
0,0,28,55,15,60,36,41,70,32,56,65,74,76,80,33,7,83,29,89,57,1,59,72,35,18,22,38,96,40,42,61,0,0,0,0,0,0,0,0,0,0,0
0,0,37,94,14,88,46,31,42,85,79,89,80,32,17,23,44,39,22,96,49,61,78,68,33,16,10,27,83,4,2,91,60,28,0,0,0,0,0,0,0,0,0
0,0,3,48,77,16,8,95,22,88,99,46,14,57,85,42,38,9,33,93,82,86,5,59,13,34,62,97,63,50,87,18,6,0,0,0,0,0,0,0,0,0,0
0,0,26,35,39,23,13,47,8,93,7,15,68,63,42,19,62,99,90,1,33,17,21,5,66,72,59,81,9,82,83,40,48,16,0,0,0,0,0,0,0,0,0
0,0,14,39,50,75,52,63,54,12,81,74,80,19,49,25,69,10,31,5,41,85,1,57,24,51,26,77,32,79,71,96,58,67,0,0,0,0,0,0,0,0,0
0,0,39,55,5,91,30,37,48,73,82,100,70,2,23,97,96,35,62,90,67,60,65,1,63,57,72,38,6,13,45,83,14,0,0,0,0,0,0,0,0,0,0
0,0,55,64,74,16,18,97,57,73,80,83,33,7,87,35,23,15,98,63,46,76,100,65,34,61,60,59,82,89,29,44,45,94,50,0,0,0,0,0,0,0,0
0,0,89,91,77,37,85,28,84,23,38,55,69,76,75,41,9,52,78,25,44,80,99,68,7,74,100,73,30,57,20,6,40,50,10,60,86,4,36,0,0,0,0
0,0,2,17,57,19,95,38,34,6,65,21,93,75,42,97,14,96,15,39,40,83,18,94,45,50,3,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27,87,37,62,43,72,41,13,74,24,47,93,34,46,70,36,15,95,98,45,33,53,32,85,69,56,84,73,18,60,6,100,26,91,49,5,23,44,35,19,0
0,0,92,7,2,42,94,3,55,31,81,86,17,45,58,69,4,37,16,64,9,36,13,99,97,30,73,61,15,43,87,40,0,0,0,0,0,0,0,0,0,0,0
0,0,44,23,99,19,71,94,38,76,37,83,30,33,2,65,17,40,82,70,3,72,85,92,42,95,59,1,22,34,48,26,43,0,0,0,0,0,0,0,0,0,0
0,0,26,30,45,94,28,40,88,95,97,29,35,73,68,67,87,71,80,4,38,11,76,2,47,58,31,42,10,53,27,6,74,0,0,0,0,0,0,0,0,0,0
0,0,98,35,49,100,84,73,24,87,5,94,1,15,91,4,86,36,14,65,18,97,48,99,40,19,66,45,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,74,42,41,30,27,75,37,81,62,80,28,68,86,48,43,14,24,8,6,84,25,79,39,31,36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,82,84,49,17,52,32,83,16,28,14,94,26,9,11,66,74,76,86,45,7,62,98,89,40,78,10,2,15,88,0,0,0,0,0,0,0,0,0,0,0
0,0,2,47,97,94,34,88,82,26,43,77,60,87,69,52,24,19,29,58,20,65,100,11,41,6,91,90,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,94,40,67,71,77,55,48,19,54,36,47,72,82,99,91,98,57,88,56,1,2,92,79,62,59,86,53,60,46,0,0,0,0,0,0,0,0,0,0,0,0
0,0,81,45,39,75,43,63,35,28,26,2,32,93,23,88,92,34,30,54,89,11,66,76,22,15,9,12,99,24,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,34,9,59,52,10,51,23,1,81,45,54,75,11,46,37,15,77,12,26,97,30,31,20,82,64,16,21,41,3,14,2,50,58,73,68,89,93,0,0,0,0
0,0,8,83,92,97,5,89,80,46,11,35,23,65,90,32,42,12,20,98,93,99,74,26,22,88,68,43,3,71,29,41,52,69,18,87,9,49,77,0,0,0,0
0,0,53,2,55,64,72,32,37,59,77,88,52,50,7,56,94,34,42,4,31,51,20,99,3,46,95,98,90,70,54,23,1,65,35,0,0,0,0,0,0,0,0
0,0,10,56,48,38,29,34,51,26,24,95,91,47,7,92,85,45,75,9,83,74,94,67,37,70,44,66,86,73,18,53,0,0,0,0,0,0,0,0,0,0,0
0,0,1,34,97,47,43,45,8,17,58,72,55,38,4,7,85,49,25,54,52,66,77,40,64,73,44,15,10,89,84,90,61,50,0,0,0,0,0,0,0,0,0
0,0,19,88,46,11,30,53,45,27,41,93,94,40,22,70,4,33,38,96,17,1,79,43,50,64,98,3,58,8,18,83,0,0,0,0,0,0,0,0,0,0,0
0,0,82,94,27,30,91,16,71,100,41,68,88,56,45,22,53,66,62,5,4,48,9,98,84,90,64,97,36,73,18,63,40,0,0,0,0,0,0,0,0,0,0
0,0,17,43,87,8,90,59,52,28,6,7,62,14,95,63,75,39,85,40,18,66,60,42,98,57,99,16,83,33,46,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77,73,50,44,91,83,62,78,96,51,11,56,2,88,17,93,60,92,89,15,3,48,25,61,39,74,53,79,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,46,74,59,61,12,28,57,78,23,97,82,37,27,63,3,66,79,32,45,8,21,49,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22,93,26,17,18,66,98,68,2,47,99,49,77,21,76,5,13,31,82,14,57,74,9,54,62,70,40,24,19,72,58,0,0,0,0,0,0,0,0,0,0
0,0,8,11,49,96,68,67,26,1,9,18,60,86,88,84,35,52,39,20,41,14,91,43,30,24,31,80,70,55,57,42,58,4,38,0,0,0,0,0,0,0,0
0,0,63,61,15,25,94,41,28,92,30,84,8,69,79,47,70,82,50,2,100,18,36,7,68,74,20,87,75,57,97,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,34,21,44,49,28,20,54,73,64,70,37,45,53,80,51,26,86,65,62,31,91,99,33,38,1,58,55,24,90,25,88,9,71,72,0,0,0,0,0,0
0,0,67,39,70,72,15,55,87,35,8,53,7,56,80,41,68,23,93,61,99,66,25,97,71,91,84,22,86,11,82,4,62,54,95,6,19,46,0,0,0,0,0
0,0,46,38,32,42,78,90,76,91,1,16,96,27,71,57,59,80,8,65,52,5,83,67,99,72,31,9,17,87,56,7,98,89,49,100,23,4,0,0,0,0,0
0,0,40,7,29,54,42,67,5,85,63,98,15,73,14,66,46,78,94,34,100,49,57,75,24,89,31,93,45,56,48,12,70,0,0,0,0,0,0,0,0,0,0
0,0,92,8,62,97,21,51,47,89,37,7,56,46,25,90,84,36,69,35,6,76,80,31,98,85,10,44,52,1,60,9,0,0,0,0,0,0,0,0,0,0,0
