0,0,19,33,20,23,83,94,92,63,64,17,80,68,70,71,12,21,41,76,60,54,61,50,96,65,35,66,55,85,69,38,25,2,28,24,91,99,0,0,0,0,0,0,0,0
0,0,80,53,90,45,86,55,95,46,52,30,60,75,42,81,48,12,67,17,50,88,63,83,13,51,34,54,70,8,16,79,29,33,94,0,0,0,0,0,0,0,0,0,0,0
0,0,71,50,76,49,37,89,88,4,17,47,73,61,92,100,45,95,65,30,12,7,29,60,62,66,35,70,34,94,39,13,84,90,10,69,0,0,0,0,0,0,0,0,0,0
0,0,31,74,14,40,29,5,16,4,64,1,42,56,88,41,80,99,65,84,66,63,53,34,39,83,48,20,25,57,70,11,13,6,35,97,26,17,100,50,0,0,0,0,0,0
0,0,37,17,68,86,90,34,39,15,49,97,35,6,16,30,8,59,72,55,3,26,95,88,9,63,56,85,18,65,67,69,96,91,46,45,19,13,27,0,0,0,0,0,0,0
0,0,3,6,44,59,15,5,52,28,8,71,67,4,70,34,80,54,85,20,51,77,42,49,61,37,57,18,56,88,41,50,62,72,74,13,81,29,58,0,0,0,0,0,0,0
0,0,97,82,80,73,42,8,18,76,12,23,15,74,75,87,9,69,34,81,92,53,4,61,67,26,14,56,48,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,41,19,77,97,56,88,40,72,18,61,47,7,12,48,81,74,80,86,53,76,43,75,92,98,94,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,7,45,35,51,4,53,22,65,28,16,72,80,56,83,25,48,98,79,3,66,55,32,75,86,82,76,59,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77,36,42,43,62,49,51,59,48,6,5,11,71,74,81,10,17,16,15,76,91,34,66,61,100,63,50,68,84,98,57,3,9,37,12,0,0,0,0,0,0,0,0,0
0,0,43,67,5,73,64,53,57,10,6,8,71,28,94,12,25,79,37,85,47,77,82,34,48,24,21,61,68,63,70,46,78,36,56,89,0,0,0,0,0,0,0,0,0,0
0,0,58,56,99,60,68,83,20,98,1,85,46,17,69,84,70,81,3,61,63,30,86,7,16,90,38,18,97,74,34,41,37,96,52,87,49,0,0,0,0,0,0,0,0,0
0,0,7,75,23,36,40,78,5,61,55,28,99,19,48,81,13,47,83,86,42,20,37,52,15,65,25,51,35,79,27,26,76,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,86,99,57,72,81,64,93,75,21,44,62,11,38,46,60,20,13,16,88,43,76,39,66,98,19,59,96,90,89,50,82,85,26,29,48,68,30,2,24,0,0,0,0,0
0,0,9,27,39,73,100,11,2,28,15,31,88,64,38,21,95,80,58,33,57,41,56,47,4,32,79,53,10,36,19,76,91,30,14,59,92,0,0,0,0,0,0,0,0,0
0,0,66,94,63,76,48,59,53,39,91,24,55,61,74,27,92,5,73,89,56,54,81,35,90,43,12,58,11,10,83,87,52,93,6,30,16,0,0,0,0,0,0,0,0,0
0,0,71,93,51,17,9,24,15,65,32,76,2,29,23,79,78,96,45,41,34,98,88,43,12,27,50,58,28,19,67,100,97,84,25,0,0,0,0,0,0,0,0,0,0,0
0,0,50,32,90,95,29,41,19,70,30,8,68,65,42,80,46,24,25,89,28,99,96,56,77,66,43,75,60,71,98,1,53,74,5,57,38,52,88,0,0,0,0,0,0,0
0,0,36,93,4,52,80,14,63,39,58,12,23,53,44,38,100,37,70,82,50,72,2,3,13,21,96,43,67,34,79,8,25,27,0,0,0,0,0,0,0,0,0,0,0,0
0,0,41,48,18,29,14,71,2,59,49,6,57,25,77,99,63,56,35,54,15,11,67,1,78,96,3,93,97,26,76,55,34,84,70,27,0,0,0,0,0,0,0,0,0,0
0,0,80,68,46,96,23,12,70,41,88,27,45,81,8,10,16,67,29,83,34,44,22,82,14,20,15,40,2,75,91,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33,99,59,24,74,41,100,7,26,84,45,75,13,96,47,18,60,34,48,89,82,94,50,80,11,64,58,8,14,65,81,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,36,1,75,95,84,33,21,35,49,59,78,22,89,31,20,2,46,79,50,27,58,14,17,73,60,52,10,41,82,8,93,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,56,90,86,76,73,69,27,25,63,82,7,13,92,59,43,98,34,80,40,6,47,94,97,79,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80,93,2,88,98,81,45,58,3,26,79,89,95,27,87,25,23,90,83,49,54,43,14,19,20,4,84,39,97,30,57,55,47,0,0,0,0,0,0,0,0,0,0,0
0,0,21,89,23,1,42,25,78,33,4,99,50,7,16,81,15,87,95,35,65,5,92,61,58,75,3,28,80,51,94,32,18,70,43,98,14,0,0,0,0,0,0,0,0,0
0,0,79,93,29,85,95,5,4,32,27,2,58,94,1,14,62,77,19,81,12,21,71,48,56,7,78,90,57,11,74,43,82,72,70,63,65,100,0,0,0,0,0,0,0,0
0,0,24,95,60,9,55,82,19,83,72,76,81,36,50,31,61,97,2,41,85,87,58,10,88,96,7,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,38,14,23,69,4,47,8,1,5,11,97,50,34,2,15,55,46,32,71,35,90,29,6,13,61,62,82,52,88,66,39,0,0,0,0,0,0,0,0,0,0,0,0
0,0,54,12,51,80,27,62,7,95,5,22,37,74,57,82,63,98,1,15,8,30,16,85,52,49,55,2,25,10,100,32,40,17,11,9,34,0,0,0,0,0,0,0,0,0
0,0,90,72,35,55,15,60,36,41,23,59,94,16,74,76,80,33,7,91,30,25,77,8,39,9,95,98,5,52,82,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,92,30,35,43,41,57,97,42,85,79,89,9,64,37,94,14,88,46,31,18,6,1,33,16,10,27,83,17,23,44,39,22,96,49,61,78,0,0,0,0,0,0,0,0
0,0,3,48,77,62,97,70,80,40,90,67,18,35,9,42,93,82,86,5,59,22,88,99,69,30,73,38,43,27,45,68,89,8,84,36,72,0,0,0,0,0,0,0,0,0
0,0,67,39,8,93,7,15,68,63,42,19,62,99,90,1,33,17,35,82,83,40,48,16,72,59,81,9,13,47,25,69,30,77,73,0,0,0,0,0,0,0,0,0,0,0
0,0,95,59,19,49,25,69,10,31,5,41,85,20,2,44,82,34,64,14,39,50,75,52,63,54,12,81,97,68,80,56,43,22,67,0,0,0,0,0,0,0,0,0,0,0
