0,0,85,12,48,56,19,93,99,33,64,74,41,62,38,53,8,32,21,96,84,47,87,15,52,97,67,28,34,13,77,17,37,26,22,69,10,72,43,58,94,57,60,75,79,78,25,49,45,0,0,0,0,0,0,0,0,0,0
0,0,86,41,20,10,97,28,90,91,60,38,39,67,57,36,92,37,56,40,53,99,72,98,66,25,78,83,63,54,68,46,29,34,96,100,89,6,23,32,58,84,18,11,70,13,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,94,25,84,34,99,42,5,89,13,48,80,8,67,65,31,38,78,10,39,97,15,12,72,27,26,33,9,3,19,47,20,73,93,36,95,55,37,69,52,59,96,23,79,32,57,53,0,0,0,0,0,0,0,0,0,0
0,0,73,16,24,81,83,32,44,68,39,58,2,82,59,92,87,78,11,63,84,55,12,71,29,41,37,95,57,17,48,30,50,45,100,8,53,14,90,54,38,19,20,49,85,4,72,91,28,69,66,0,0,0,0,0,0,0,0
0,0,17,83,35,28,77,99,52,51,30,11,41,13,63,57,90,14,22,5,39,66,100,60,2,9,48,81,75,15,88,49,92,68,23,80,79,85,44,95,27,76,53,16,32,19,65,0,0,0,0,0,0,0,0,0,0,0,0
0,0,93,83,61,36,24,62,66,30,79,76,56,6,27,34,17,40,21,49,5,42,48,95,100,12,22,77,52,73,39,63,7,41,37,35,11,69,91,85,75,20,4,60,45,80,96,92,74,81,10,8,2,82,26,0,0,0,0
0,0,31,19,4,24,35,74,39,25,91,26,100,40,50,79,87,58,43,32,65,92,82,8,67,13,63,27,20,83,93,38,80,60,14,53,51,84,21,88,17,59,22,16,89,66,69,97,99,71,73,61,0,0,0,0,0,0,0
0,0,51,60,26,98,17,46,28,6,95,23,8,14,41,32,27,88,91,67,18,1,73,55,97,70,11,25,5,42,90,57,15,74,24,48,87,61,84,19,81,85,52,80,99,66,92,65,68,16,63,37,0,0,0,0,0,0,0
0,0,59,62,88,96,25,31,84,85,93,38,53,16,50,87,26,8,21,34,66,5,29,22,23,24,14,18,3,71,58,90,27,10,51,54,1,75,76,44,74,6,15,79,73,46,32,52,80,11,19,92,0,0,0,0,0,0,0
0,0,83,68,54,78,57,93,53,21,6,24,28,86,81,63,70,60,22,72,52,30,82,34,91,42,12,67,3,97,80,88,44,43,17,69,92,98,79,90,84,1,36,5,46,59,19,55,65,48,71,50,0,0,0,0,0,0,0
0,0,8,41,80,78,25,91,97,47,27,60,87,64,7,56,50,73,20,100,62,54,90,70,19,1,45,12,94,39,14,53,46,44,15,76,29,37,11,55,49,23,13,83,17,4,26,75,0,0,0,0,0,0,0,0,0,0,0
0,0,52,89,36,67,87,99,64,97,70,81,45,90,4,28,50,32,83,56,40,30,19,27,2,93,12,78,75,34,22,47,80,24,58,43,21,18,13,1,48,88,57,91,65,20,25,49,69,33,63,96,0,0,0,0,0,0,0
0,0,60,90,91,45,92,86,78,66,94,39,56,34,36,2,17,41,37,59,75,76,14,24,64,33,73,54,29,4,79,77,22,6,25,62,71,49,32,15,65,11,42,47,72,51,10,68,16,31,20,88,26,40,0,0,0,0,0
0,0,100,85,69,58,34,51,75,68,97,43,79,74,70,46,92,59,23,96,81,61,90,82,67,45,78,33,98,16,88,35,31,49,72,21,1,8,40,2,41,24,4,11,13,18,86,10,6,94,0,0,0,0,0,0,0,0,0
0,0,19,95,52,47,62,99,30,97,83,58,20,76,22,67,78,73,77,25,8,32,56,16,51,98,84,46,96,69,14,88,42,48,9,75,13,31,100,87,23,15,90,40,44,81,91,18,60,64,63,85,82,74,0,0,0,0,0
0,0,42,38,13,8,94,19,58,6,7,82,18,67,49,59,37,77,75,69,12,44,11,95,85,96,5,4,92,39,65,16,78,70,43,97,30,83,9,14,45,15,86,31,68,21,80,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,62,8,11,80,58,4,86,92,23,79,40,27,67,49,66,19,93,57,54,18,68,43,42,44,13,32,15,12,2,72,81,45,100,91,60,14,39,53,82,20,83,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,34,9,44,74,24,33,23,100,66,19,28,36,20,41,89,56,91,1,63,85,26,21,86,52,88,92,70,16,58,54,73,55,7,3,69,81,83,59,6,10,64,97,49,95,72,0,0,0,0,0,0,0,0,0,0,0
0,0,47,69,37,99,64,55,49,26,58,70,2,9,68,98,48,11,77,76,28,31,73,38,8,4,46,41,42,32,17,89,54,13,86,87,14,34,90,20,23,25,5,62,97,82,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,24,50,75,73,6,93,54,27,1,7,47,91,39,35,60,66,46,59,74,100,51,97,22,5,21,42,52,10,30,92,17,44,26,12,95,37,86,49,57,14,43,84,55,16,23,25,34,19,67,0,0,0,0,0,0,0,0
0,0,82,76,74,67,15,73,17,6,35,51,85,19,3,60,63,58,1,34,42,21,52,78,28,54,46,36,92,7,66,56,30,90,65,80,10,53,20,79,99,22,98,55,26,33,18,97,38,0,0,0,0,0,0,0,0,0,0
0,0,44,1,47,7,32,52,28,51,35,49,3,53,24,77,59,99,63,31,36,65,12,40,68,33,69,54,6,19,80,4,57,15,86,10,89,42,61,62,95,83,16,14,50,56,26,78,0,0,0,0,0,0,0,0,0,0,0
0,0,90,26,16,87,33,24,7,29,15,72,40,3,42,81,17,99,83,5,27,36,93,60,86,89,48,20,58,44,98,54,22,39,1,56,63,14,69,19,76,12,59,23,70,4,2,10,30,85,45,0,0,0,0,0,0,0,0
0,0,53,25,28,64,82,74,79,15,76,99,97,41,6,21,19,88,84,100,24,71,94,90,17,26,93,14,40,33,5,69,55,58,73,67,77,49,50,63,22,92,98,78,13,68,9,35,23,0,0,0,0,0,0,0,0,0,0
0,0,12,57,5,26,58,51,55,34,83,36,78,25,56,89,100,63,44,14,31,43,92,10,85,4,27,22,48,19,66,64,54,87,94,75,1,42,49,9,88,81,7,50,38,86,47,11,46,0,0,0,0,0,0,0,0,0,0
0,0,86,23,41,98,36,78,82,42,90,62,15,88,95,20,26,1,19,52,38,63,97,60,68,28,6,89,21,33,17,55,79,58,31,14,100,47,49,61,59,73,64,53,99,94,72,44,43,96,91,57,0,0,0,0,0,0,0
0,0,68,34,47,54,59,27,82,57,43,81,66,19,97,41,80,88,60,51,9,75,87,44,96,15,93,79,100,21,31,65,91,78,30,12,8,3,53,94,63,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,68,95,58,4,94,3,69,83,6,41,47,71,53,33,35,2,93,24,77,1,15,31,65,55,9,25,92,90,16,28,84,73,8,79,78,18,26,98,38,13,80,63,100,21,70,54,82,0,0,0,0,0,0,0,0,0,0
0,0,1,13,27,55,18,4,66,25,44,5,42,26,45,46,90,49,50,65,2,24,80,91,52,57,71,54,84,14,78,60,79,9,93,61,17,70,21,48,85,29,53,88,72,75,37,10,68,63,41,28,92,12,94,36,43,0,0
0,0,73,43,15,60,70,58,19,77,80,74,5,35,72,9,95,68,49,75,42,44,83,99,62,27,98,6,61,89,25,26,63,90,38,91,52,36,37,32,40,84,12,100,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,73,92,80,55,12,87,41,16,23,3,38,7,37,5,99,79,48,49,26,56,11,25,82,15,6,32,85,4,88,45,31,67,1,69,46,63,20,71,2,39,86,29,83,84,52,95,35,27,64,0,0,0,0,0,0,0
0,0,4,70,35,71,48,37,1,40,13,86,41,72,56,78,19,82,25,18,20,53,47,17,92,33,32,9,6,58,68,39,22,79,16,52,55,51,15,80,38,61,42,69,12,11,77,81,30,0,0,0,0,0,0,0,0,0,0
0,0,6,84,98,37,95,89,44,71,68,76,65,75,41,88,32,97,69,92,48,27,33,29,34,94,99,28,49,100,39,55,50,17,80,83,40,24,47,26,18,70,54,23,93,66,91,4,79,0,0,0,0,0,0,0,0,0,0
0,0,18,42,100,36,68,2,81,98,74,9,29,8,66,90,60,43,80,34,19,45,72,52,27,79,28,99,41,48,55,57,96,50,32,25,69,51,24,10,38,11,76,97,33,7,17,6,12,77,4,83,15,62,23,56,0,0,0
0,0,32,35,30,54,8,86,84,74,63,10,34,75,24,16,5,1,45,47,9,50,85,68,20,79,88,18,87,60,78,41,27,53,89,13,96,48,81,72,90,56,28,40,65,80,14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27,54,10,79,19,80,47,4,82,77,86,78,41,51,81,89,65,5,92,39,60,31,90,46,43,34,68,55,58,73,98,61,85,59,69,23,9,17,88,53,45,44,67,83,49,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,86,90,21,62,44,35,25,30,64,49,55,4,22,48,70,26,91,89,82,98,40,83,77,24,88,41,10,28,58,54,29,94,84,76,85,23,69,5,7,75,37,39,12,92,15,17,79,43,6,56,51,0,0,0,0,0
0,0,9,23,97,21,47,53,10,66,83,98,58,99,59,40,51,46,14,100,45,8,88,36,93,6,85,87,25,12,22,17,39,28,16,61,95,94,84,78,11,37,27,81,69,91,24,62,20,5,43,18,55,79,86,67,0,0,0
0,0,64,7,90,74,86,12,85,57,89,67,45,50,97,87,1,34,46,38,4,42,29,71,66,61,31,26,70,92,54,23,76,44,78,48,30,33,93,24,79,11,53,51,2,35,19,62,60,0,0,0,0,0,0,0,0,0,0
0,0,97,81,58,7,98,36,42,59,29,86,35,62,84,75,20,46,80,21,99,26,39,14,49,10,17,31,3,95,63,41,8,16,53,92,27,87,37,18,66,1,73,47,52,22,43,0,0,0,0,0,0,0,0,0,0,0,0
0,0,86,71,21,99,16,23,87,68,80,93,79,36,48,61,22,59,10,4,32,72,25,94,29,9,46,56,58,5,77,78,50,8,54,45,6,44,64,49,12,67,98,55,83,95,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,94,68,99,64,81,31,40,65,21,98,3,96,56,20,12,16,71,51,73,63,23,58,13,79,83,87,59,92,9,35,48,55,72,36,7,74,67,32,34,37,52,24,22,62,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,86,45,55,15,78,71,14,29,94,25,87,88,18,82,75,97,49,80,70,92,72,30,83,28,85,41,48,62,77,47,12,26,44,81,76,53,21,7,32,33,37,93,24,64,31,91,84,20,59,16,0,0,0,0,0,0,0
0,0,54,72,1,13,100,64,40,69,52,68,28,50,11,99,97,89,98,81,21,6,25,57,84,12,37,39,43,47,16,41,38,46,15,36,91,29,27,78,59,9,56,49,80,4,61,17,44,34,19,0,0,0,0,0,0,0,0
0,0,20,29,45,42,39,54,77,9,78,36,93,66,41,34,51,38,19,85,97,7,68,11,90,27,10,46,53,98,87,63,69,96,23,70,91,16,8,35,37,72,61,30,62,83,4,92,57,49,88,52,59,33,22,43,24,0,0
0,0,85,51,9,87,66,16,65,17,56,73,34,58,28,98,24,4,10,69,12,60,22,81,18,45,92,41,100,44,8,27,96,54,97,47,78,57,15,36,2,40,93,50,39,6,37,84,5,23,33,32,80,0,0,0,0,0,0
0,0,32,39,7,95,20,100,59,77,4,9,5,58,18,66,98,19,75,80,3,83,41,89,61,43,60,57,8,94,25,55,72,15,63,54,91,29,74,93,73,53,71,82,49,45,28,10,85,50,96,52,78,81,0,0,0,0,0
0,0,40,3,12,64,73,61,21,17,55,62,68,85,99,65,97,53,91,20,67,82,69,79,33,18,78,13,90,83,71,96,86,60,14,34,66,29,36,92,5,81,42,75,27,28,24,98,26,48,9,54,43,0,0,0,0,0,0
0,0,37,35,97,14,91,5,10,98,62,96,54,79,51,1,3,69,64,23,99,48,12,13,50,33,95,32,20,60,24,61,74,63,67,80,81,46,82,21,78,42,52,11,76,29,39,87,9,77,44,68,0,0,0,0,0,0,0
0,0,49,53,44,92,93,38,47,13,50,60,57,22,77,17,98,41,48,40,26,58,2,35,28,95,86,88,20,32,34,15,12,8,9,89,7,39,70,18,19,54,37,66,4,21,43,91,90,24,52,94,78,0,0,0,0,0,0
0,0,65,82,18,32,79,63,88,60,77,24,68,84,52,89,69,67,17,70,87,56,90,26,25,36,47,74,21,39,35,100,13,3,2,58,81,76,73,8,53,97,45,6,83,99,12,30,61,43,96,71,0,0,0,0,0,0,0
0,0,40,72,42,36,85,23,91,1,4,3,11,100,52,57,27,84,41,51,63,33,68,94,31,88,65,82,87,25,44,64,74,38,79,97,30,98,96,12,7,93,75,55,43,62,77,13,71,50,0,0,0,0,0,0,0,0,0
0,0,46,85,96,100,28,50,53,93,64,40,16,60,77,42,22,73,71,39,55,8,68,34,4,44,29,18,88,23,92,19,52,38,56,9,33,54,31,49,20,94,65,76,51,99,58,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,37,80,75,19,13,44,18,10,85,86,27,99,11,58,77,12,53,28,98,88,63,97,70,29,73,51,8,47,4,59,71,93,34,76,67,46,91,69,74,39,87,41,92,42,54,43,0,0,0,0,0,0,0,0,0,0
0,0,8,33,88,89,7,27,15,4,66,18,30,31,95,74,1,9,53,47,46,78,94,86,91,60,34,57,35,83,50,44,69,24,14,61,17,22,16,39,25,76,52,70,29,21,37,77,67,0,0,0,0,0,0,0,0,0,0
0,0,19,96,25,36,32,21,61,80,15,33,67,60,82,9,85,24,13,90,29,30,53,52,48,97,89,22,59,86,69,44,35,31,84,14,78,74,3,92,46,95,93,79,75,42,76,40,6,88,34,0,0,0,0,0,0,0,0
0,0,62,25,75,64,14,68,73,31,99,28,53,80,76,82,59,35,19,51,34,77,32,58,15,86,2,8,22,87,26,63,55,72,61,48,79,27,52,90,96,40,100,92,89,23,38,7,83,46,0,0,0,0,0,0,0,0,0
0,0,86,16,21,83,30,55,28,67,26,56,2,90,8,17,96,7,19,93,33,76,98,44,58,6,49,9,37,12,14,39,5,54,51,84,13,40,60,74,57,18,63,32,94,22,79,52,64,73,0,0,0,0,0,0,0,0,0
0,0,95,75,4,84,74,45,76,80,37,7,40,94,73,58,92,26,86,71,48,60,25,100,61,50,57,82,65,49,89,39,83,81,98,46,6,14,10,43,31,32,24,87,8,27,91,42,78,0,0,0,0,0,0,0,0,0,0
0,0,58,26,36,44,33,5,79,29,84,76,32,48,50,97,24,45,13,43,28,37,65,71,39,60,91,59,7,6,63,81,56,46,86,87,10,98,90,57,89,27,70,30,100,68,69,12,72,11,14,54,67,35,0,0,0,0,0
0,0,83,71,74,63,64,65,70,13,3,66,12,89,27,78,79,95,42,1,51,29,45,41,14,54,17,62,91,48,93,36,52,53,20,32,73,15,67,76,49,22,23,10,34,55,56,96,69,33,0,0,0,0,0,0,0,0,0
0,0,35,63,78,30,52,96,45,21,91,90,16,40,51,3,77,55,58,14,6,32,82,18,95,72,62,13,43,31,15,85,27,68,56,73,88,50,2,60,71,1,98,93,37,54,99,17,65,0,0,0,0,0,0,0,0,0,0
0,0,78,48,99,17,77,43,54,37,53,57,90,50,89,18,71,21,22,87,61,85,24,83,64,49,19,15,56,11,73,91,86,38,30,33,58,20,27,13,79,34,88,63,47,81,7,25,1,8,40,59,0,0,0,0,0,0,0
0,0,9,42,18,82,29,70,6,80,85,44,50,15,25,38,43,100,68,65,79,52,88,55,63,83,64,62,89,71,74,24,60,36,90,91,39,5,54,40,21,69,35,59,58,92,84,61,0,0,0,0,0,0,0,0,0,0,0
0,0,19,67,4,68,62,86,82,93,40,30,12,47,80,55,32,95,18,34,17,58,38,29,39,71,73,65,51,91,60,13,43,46,50,37,79,11,3,69,16,10,59,44,81,26,36,6,78,35,66,0,0,0,0,0,0,0,0
0,0,26,11,10,18,19,67,76,30,81,50,49,65,69,33,4,96,83,63,3,23,88,64,97,35,32,17,42,78,28,8,51,47,57,75,25,40,91,56,5,21,41,87,90,66,44,89,52,53,0,0,0,0,0,0,0,0,0
0,0,90,75,56,16,72,51,62,25,8,78,39,33,46,92,23,84,10,11,12,52,27,77,86,7,67,81,70,6,74,63,91,54,71,41,64,14,4,28,43,48,19,93,22,60,58,87,30,96,68,18,0,0,0,0,0,0,0
0,0,40,98,46,54,73,81,66,82,79,2,58,71,16,8,68,78,50,88,1,32,75,63,69,29,57,5,67,72,77,6,18,62,23,42,99,92,14,9,3,34,87,21,89,53,25,55,93,12,13,28,59,47,0,0,0,0,0
0,0,4,64,53,13,9,40,98,87,86,31,54,61,20,22,46,44,89,88,11,14,91,72,37,47,90,95,5,63,70,78,23,56,28,1,67,26,50,16,36,42,2,73,6,92,10,55,12,75,0,0,0,0,0,0,0,0,0
0,0,92,71,28,45,69,56,86,59,80,11,37,52,27,95,17,5,87,60,93,79,16,26,74,53,20,6,34,15,7,48,78,18,3,38,13,85,83,19,61,47,89,41,55,35,66,0,0,0,0,0,0,0,0,0,0,0,0
0,0,85,60,61,95,58,4,99,33,38,32,92,3,37,67,35,23,28,83,2,20,27,87,26,7,31,46,66,54,89,84,6,97,39,93,68,59,5,96,50,55,73,24,51,49,72,15,40,0,0,0,0,0,0,0,0,0,0
0,0,52,13,45,93,85,38,19,35,67,63,92,43,18,95,37,23,98,76,79,32,46,15,77,55,65,82,99,68,21,91,9,62,6,16,31,36,50,28,24,83,4,29,58,75,14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33,72,91,39,85,24,46,23,73,84,68,64,59,5,81,80,93,97,75,76,69,61,48,50,19,95,30,40,37,66,53,36,25,96,86,58,71,52,65,92,1,12,11,27,16,35,6,98,82,63,47,49,100,0,0,0,0
0,0,39,22,80,87,70,31,49,95,51,68,32,54,62,40,86,37,15,57,28,61,34,36,84,73,33,53,78,27,9,6,43,45,23,74,48,81,85,44,56,10,42,88,79,30,63,89,5,12,94,16,60,58,0,0,0,0,0
0,0,84,80,32,62,66,58,83,44,22,70,1,4,48,86,85,95,2,64,88,100,47,50,39,31,43,9,78,37,57,67,77,14,53,72,54,68,61,38,25,99,41,75,56,49,60,97,0,0,0,0,0,0,0,0,0,0,0
0,0,67,53,87,77,61,39,7,42,31,52,73,86,99,40,71,98,65,27,60,38,50,83,97,74,32,33,70,12,8,2,63,75,28,90,16,34,55,43,10,100,82,4,15,48,14,49,81,0,0,0,0,0,0,0,0,0,0
0,0,22,31,63,93,88,10,99,36,82,96,35,12,50,91,65,17,68,89,26,7,58,90,27,70,92,38,24,59,28,79,72,61,74,18,32,3,67,100,37,14,66,77,94,80,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19,40,55,97,14,37,30,32,64,44,88,8,82,34,73,58,23,53,92,42,72,29,100,71,65,68,33,11,1,38,18,7,56,12,59,2,81,75,49,39,17,66,85,31,94,46,86,5,80,48,93,20,0,0,0,0,0
0,0,92,80,18,33,28,3,13,84,2,49,36,25,12,94,98,46,8,29,77,79,82,53,32,66,99,4,74,11,55,60,37,63,81,20,73,31,26,48,23,39,86,64,62,85,44,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19,48,74,51,37,85,83,50,4,91,38,62,40,54,59,12,1,22,35,73,3,75,33,9,66,46,43,41,87,42,78,70,20,7,5,10,25,58,53,8,56,80,34,30,6,47,16,23,64,96,52,76,97,0,0,0,0
0,0,10,14,81,97,4,80,37,67,70,71,59,12,11,17,72,94,45,26,16,92,27,49,93,5,24,96,79,61,62,98,38,69,50,33,40,21,54,75,7,87,39,44,1,78,83,47,0,0,0,0,0,0,0,0,0,0,0
0,0,21,81,83,62,26,53,56,7,14,24,32,60,27,63,6,86,11,9,92,99,96,19,45,91,77,42,48,15,85,79,3,52,5,67,64,82,98,55,75,74,23,31,37,78,13,33,0,0,0,0,0,0,0,0,0,0,0
0,0,38,26,34,99,29,58,68,83,22,80,42,45,67,75,48,23,18,2,79,51,93,86,4,47,69,53,62,35,44,59,15,76,52,60,19,3,20,1,82,16,70,78,92,13,88,31,50,96,95,14,98,41,6,0,0,0,0
0,0,66,88,37,41,72,14,77,36,81,92,94,23,90,43,11,30,67,70,93,34,65,83,6,26,84,20,98,45,89,63,5,17,97,52,86,53,56,85,80,4,91,47,95,73,42,60,9,96,39,0,0,0,0,0,0,0,0
0,0,73,100,41,7,45,82,43,94,15,87,47,55,18,77,85,59,64,5,6,48,25,61,22,99,95,30,66,98,20,54,42,29,1,53,52,71,76,8,10,17,14,27,84,90,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,26,76,17,68,96,37,48,46,11,6,75,18,86,33,91,93,38,47,23,51,10,97,90,84,60,81,36,67,30,29,80,94,57,98,5,43,24,21,53,59,89,87,62,83,44,65,22,99,20,0,0,0,0,0,0,0
0,0,97,25,64,14,44,43,45,100,87,9,16,80,52,6,5,48,33,10,24,40,96,73,55,38,71,32,95,35,7,3,47,39,37,36,92,4,79,29,61,28,65,18,12,59,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,58,27,82,33,7,78,94,51,8,1,17,22,28,16,74,14,29,25,38,4,71,13,44,66,21,55,30,67,70,85,9,96,11,47,26,15,87,23,90,57,6,97,89,77,76,45,83,0,0,0,0,0,0,0,0,0
0,0,65,70,100,43,11,35,74,50,60,32,73,16,48,51,44,4,40,80,75,54,82,84,67,20,58,46,27,86,8,89,87,36,15,28,98,72,2,45,61,31,96,69,68,55,25,56,95,0,0,0,0,0,0,0,0,0,0
0,0,5,74,89,32,37,55,19,70,33,15,83,20,18,71,45,93,14,7,61,40,69,39,44,43,65,76,3,36,82,62,47,91,54,41,16,94,30,56,84,86,77,96,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,19,58,56,23,87,27,7,54,12,15,51,64,16,88,62,33,44,20,37,26,9,99,78,2,80,39,30,79,86,17,69,21,72,24,95,93,48,98,59,57,43,63,96,31,29,76,38,14,68,91,100,67,81,25,0,0
0,0,13,93,4,27,40,70,92,86,61,8,58,47,2,22,99,91,75,50,26,37,34,65,53,1,62,10,69,88,19,95,57,36,49,28,21,38,83,82,84,67,54,85,6,98,78,81,43,52,32,97,71,0,0,0,0,0,0
0,0,6,5,98,80,43,21,83,8,24,86,56,10,62,19,84,50,36,68,14,17,16,63,7,52,47,100,29,39,37,75,78,69,81,1,77,59,55,54,23,48,82,66,92,27,64,53,89,93,94,91,0,0,0,0,0,0,0
0,0,63,25,74,50,31,59,87,60,48,41,29,28,19,56,8,58,93,73,42,55,66,85,44,82,40,52,34,90,23,57,65,64,27,98,51,11,39,70,69,20,86,92,68,37,3,43,0,0,0,0,0,0,0,0,0,0,0
0,0,95,100,86,40,37,36,74,1,68,94,63,30,91,13,54,45,60,6,89,28,22,47,72,31,15,64,92,41,61,20,38,4,80,23,21,9,34,58,14,16,3,69,82,35,67,44,71,51,79,59,0,0,0,0,0,0,0
0,0,70,51,71,69,16,26,47,80,83,85,15,68,19,97,46,23,92,61,94,37,60,36,27,4,18,58,6,55,2,45,43,81,48,88,96,75,17,12,38,73,78,30,39,28,21,74,59,0,0,0,0,0,0,0,0,0,0
0,0,91,1,73,11,18,22,39,19,38,81,100,27,17,32,99,9,65,53,2,3,4,5,70,16,43,67,97,46,62,48,57,12,49,76,77,47,42,95,82,68,30,41,92,86,7,10,0,0,0,0,0,0,0,0,0,0,0
0,0,14,33,56,58,12,26,75,71,55,37,78,88,24,70,6,89,95,23,61,48,96,29,5,31,19,25,82,35,7,54,77,22,32,45,21,11,51,90,52,57,59,63,98,10,76,86,80,13,0,0,0,0,0,0,0,0,0
0,0,30,78,49,25,55,79,40,93,95,72,51,88,97,59,26,20,1,46,19,68,38,63,35,54,11,31,96,39,76,91,56,69,33,17,52,74,14,81,2,57,73,29,98,21,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,49,21,46,18,95,90,77,80,81,24,54,31,10,5,93,11,59,32,91,76,47,14,66,19,68,20,41,45,71,70,6,38,85,39,8,40,60,12,78,51,15,72,35,2,92,52,28,22,16,1,0,0,0,0,0,0,0
0,0,61,90,20,70,46,68,2,57,76,97,7,15,3,10,75,27,28,52,4,53,93,47,89,5,21,60,11,92,39,45,58,56,51,59,77,33,66,64,48,26,67,36,85,91,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,75,30,29,28,42,67,45,68,97,34,18,53,96,15,74,65,57,55,46,69,5,73,11,80,3,26,82,12,41,43,98,33,27,22,39,23,56,6,1,99,44,93,72,48,13,52,64,88,21,14,51,0,0,0,0,0,0
0,0,14,63,75,28,26,29,47,70,3,96,87,8,27,98,100,15,32,89,5,84,57,39,18,68,76,51,71,22,56,9,17,12,66,92,30,60,4,44,2,77,62,31,69,65,93,19,0,0,0,0,0,0,0,0,0,0,0
0,0,93,35,59,11,71,87,5,63,92,24,73,56,10,79,54,18,43,84,57,6,42,25,50,15,16,60,32,23,91,88,97,39,76,72,80,53,69,17,74,51,37,81,1,28,33,85,19,52,0,0,0,0,0,0,0,0,0
0,0,20,56,58,14,65,46,92,98,67,95,90,74,94,91,85,28,32,1,50,34,39,27,51,57,22,61,80,10,36,76,19,71,23,6,97,40,24,31,54,53,70,37,62,7,66,4,18,16,8,83,42,100,45,0,0,0,0
0,0,58,42,38,14,27,35,76,32,85,95,20,91,39,75,79,84,36,74,40,45,3,30,96,69,15,17,8,68,66,71,61,28,81,92,100,99,24,53,37,49,73,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,60,31,53,21,18,22,91,61,94,27,19,71,87,86,34,77,57,38,74,85,88,39,68,37,42,89,49,20,16,8,25,24,29,30,7,51,17,5,35,14,50,64,1,73,69,28,44,80,0,0,0,0,0,0,0,0
0,0,75,1,8,28,60,31,55,85,15,98,11,83,81,93,25,43,71,79,22,9,50,19,53,63,66,64,36,82,73,37,12,99,49,52,23,51,41,74,80,90,69,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
