0,0,50,96,64,17,80,68,70,71,12,20,23,83,94,19,60,54,61,1,21,41,76,4,15,84,100,35,66,55,85,69,38,25,2,28,24,91,99,0,0,0,0,0,0,0
0,0,85,5,7,81,48,12,67,72,68,80,53,90,45,86,55,95,46,52,30,60,75,42,25,29,31,92,97,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,49,97,71,50,76,60,62,66,35,70,34,94,56,42,30,12,7,8,26,73,61,92,100,45,95,89,88,4,17,47,84,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,55,57,70,11,13,6,35,97,26,17,98,61,42,25,15,71,72,63,46,74,14,40,29,65,84,66,90,83,48,20,92,39,91,41,80,99,59,28,100,50,0,0,0,0
0,0,37,17,52,33,18,65,67,68,86,90,81,76,69,96,34,39,15,49,97,35,6,16,30,8,24,59,72,55,3,26,95,88,9,63,56,85,36,83,4,54,27,0,0,0
0,0,85,20,51,77,42,49,61,37,57,18,56,88,41,50,52,28,8,71,67,4,70,34,80,54,9,90,43,72,74,6,44,59,15,5,17,24,0,0,0,0,0,0,0,0
0,0,36,73,42,8,18,76,12,23,15,74,81,92,53,88,97,41,89,90,54,56,46,9,25,75,87,79,32,10,7,52,16,57,60,17,77,0,0,0,0,0,0,0,0,0
0,0,41,19,77,97,87,17,18,61,47,7,12,56,62,66,23,21,29,81,74,80,72,30,76,70,45,9,44,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,70,82,76,30,10,55,32,84,66,97,7,45,35,51,4,53,22,65,28,16,72,80,56,83,44,38,61,21,75,59,88,92,0,0,0,0,0,0,0,0,0,0,0,0
0,0,51,83,43,62,49,91,85,19,35,89,66,61,100,50,68,84,48,6,55,79,34,3,9,37,81,10,17,16,15,28,20,67,0,0,0,0,0,0,0,0,0,0,0,0
0,0,79,37,85,47,77,82,34,48,24,21,53,57,10,6,8,71,28,94,12,25,100,67,55,80,50,68,63,70,46,5,29,36,56,97,92,13,89,0,0,0,0,0,0,0
0,0,45,62,72,64,92,22,86,66,70,81,56,99,60,68,83,20,98,1,85,46,17,41,37,96,52,87,73,82,42,9,58,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,37,52,53,70,93,78,42,20,72,50,22,94,88,89,80,16,64,54,65,19,48,81,13,47,83,92,60,7,75,95,69,73,11,76,0,0,0,0,0,0,0,0,0,0
0,0,63,18,54,46,60,20,13,16,41,28,53,7,19,59,26,57,72,81,64,93,75,21,44,100,50,82,6,99,32,51,49,77,35,14,30,24,0,0,0,0,0,0,0,0
0,0,75,9,27,39,73,100,11,2,54,53,10,36,19,4,51,52,24,94,76,97,15,31,1,93,64,38,21,95,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,7,95,74,27,92,5,73,89,56,66,94,63,76,48,59,53,39,91,24,55,61,31,34,28,40,42,58,11,68,79,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22,53,92,20,86,42,23,79,78,71,93,51,17,9,24,100,5,85,27,50,58,28,19,49,32,76,2,38,6,74,21,31,0,0,0,0,0,0,0,0,0,0,0,0
0,0,78,73,50,32,90,95,29,51,10,49,2,56,77,66,30,8,68,65,42,80,46,24,37,74,5,57,25,89,28,85,96,54,18,40,39,0,0,0,0,0,0,0,0,0
0,0,47,54,85,80,14,63,39,58,12,24,88,22,51,35,32,61,17,48,78,29,69,5,3,13,21,96,43,67,34,93,4,52,31,11,16,27,0,0,0,0,0,0,0,0
0,0,64,67,1,78,74,39,3,93,32,53,21,86,46,28,14,71,2,59,49,6,57,25,77,99,63,56,35,54,18,29,45,44,4,27,0,0,0,0,0,0,0,0,0,0
0,0,18,63,38,10,16,67,29,83,34,44,69,70,73,74,90,71,75,91,33,3,60,39,48,17,2,59,82,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33,16,23,88,93,90,43,37,82,94,50,80,32,63,26,84,45,75,13,96,42,9,4,95,67,47,18,60,34,48,89,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,36,1,75,68,94,62,17,73,60,52,10,14,43,23,13,26,70,72,87,11,57,65,56,77,29,59,78,22,89,31,20,2,46,27,96,93,0,0,0,0,0,0,0,0
0,0,3,69,27,25,86,76,98,34,80,56,90,6,47,14,92,59,36,38,12,55,10,4,11,26,70,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12,18,23,90,83,49,54,26,79,89,95,27,87,25,57,8,98,81,45,58,82,99,76,97,30,43,14,19,20,4,84,39,47,0,0,0,0,0,0,0,0,0,0,0
0,0,17,77,91,83,67,18,70,43,87,95,35,65,46,22,97,3,28,80,51,72,33,4,99,50,7,16,81,23,1,42,76,61,71,98,14,0,0,0,0,0,0,0,0,0
0,0,91,86,28,18,13,61,15,74,43,82,56,7,14,62,77,19,81,12,21,71,48,93,29,85,95,5,4,32,27,98,60,42,100,0,0,0,0,0,0,0,0,0,0,0
